"timestamp (abs)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
2967,500,0,0,1,1,1
2976,500,0,0,1,1,0
2977,500,0,0,1,1,1
2986,500,0,0,1,1,0
2987,500,0,0,1,1,1
2988,500,0,0,0,0,1
2990,500,0,0,0,1,1
2996,500,0,0,0,1,0
2997,500,0,0,0,1,1
3006,500,0,0,0,1,0
3007,500,0,0,0,1,1
3011,500,0,0,0,0,1
3012,500,0,0,0,1,1
3020,500,0,0,0,0,1
3021,500,0,0,0,1,1
3026,500,0,0,0,1,0
3027,500,0,0,0,1,1
3034,500,0,0,0,0,1
3035,500,0,0,0,1,1
3043,500,0,0,0,0,1
3044,500,0,0,0,1,1
3046,500,0,0,0,1,0
3047,500,0,0,0,1,1
3057,500,0,0,0,1,0
3058,500,0,0,0,1,1
3066,500,0,0,0,1,0
3068,500,0,0,0,1,1
3074,500,0,0,0,0,1
3075,500,0,0,0,1,1
3076,500,0,1,1,1,1
3077,500,0,1,1,1,0
3078,500,0,1,1,1,1
3087,500,0,1,1,1,0
3088,500,0,1,1,1,1
3090,500,0,1,1,0,1
3091,500,0,1,1,1,1
3096,500,0,1,1,1,0
3098,500,0,1,1,1,1
3099,500,0,1,1,0,1
3100,500,0,1,1,1,1
3107,500,0,1,1,1,0
3108,500,0,1,1,1,1
3113,500,0,1,1,0,1
3114,500,0,1,1,1,1
3117,500,0,1,1,1,0
3118,500,0,1,1,1,1
3122,500,0,1,1,0,1
3123,500,0,1,1,1,1
3126,500,0,1,1,1,0
3128,500,0,1,1,1,1
3130,500,0,1,1,0,1
3131,500,0,1,1,1,1
3136,500,0,1,1,1,0
3138,500,0,1,1,1,1
3142,500,0,0,1,1,1
3145,500,0,0,1,0,1
3146,500,0,0,1,1,1
3147,500,0,0,1,1,0
3148,500,0,0,1,1,1
3153,500,0,0,1,0,1
3154,500,0,0,1,1,1
3167,500,0,0,1,1,0
3168,500,0,0,1,1,1
3169,500,0,0,1,0,1
3170,500,0,0,1,1,1
3177,500,0,0,1,1,0
3178,500,0,0,1,1,1
3183,500,0,0,0,1,1
3192,500,0,0,0,0,1
3193,500,0,0,0,1,1
3201,500,0,0,0,0,1
3202,500,0,0,0,1,1
3207,500,0,0,0,1,0
3208,500,0,0,0,1,1
3214,500,0,0,0,0,1
3215,500,0,0,0,1,1
3217,500,0,0,0,1,0
3218,500,0,0,0,1,1
3227,500,0,0,0,1,0
3228,500,0,0,0,1,1
3232,500,0,0,0,0,1
3233,500,0,0,0,1,1
3237,500,0,0,0,1,0
3238,500,0,0,0,1,1
3247,500,0,0,0,1,0
3248,500,0,0,0,1,1
3255,500,0,0,0,0,1
3256,500,0,0,0,1,1
3262,500,0,0,0,0,1
3263,500,0,0,0,1,1
3267,500,0,0,0,1,0
3268,500,0,0,0,1,1
3271,500,0,0,0,0,1
3272,500,0,0,0,1,1
3280,500,0,0,0,0,1
3281,500,0,0,0,1,1
3287,500,0,0,0,1,0
3288,500,0,0,0,1,1
3293,500,0,0,0,0,1
3294,500,0,0,0,1,1
3298,500,0,0,0,1,0
3299,500,0,0,0,1,1
3302,500,0,0,0,0,1
3303,500,0,0,0,1,1
3308,500,0,0,0,1,0
3309,500,0,0,0,1,1
3311,500,0,0,0,0,1
3312,500,0,0,0,1,1
3317,500,0,0,0,1,0
3319,500,0,0,0,1,1
3325,500,0,0,0,0,1
3326,500,0,0,0,1,1
3328,500,0,0,0,1,0
3329,500,0,0,0,1,1
3334,500,0,0,0,0,1
3335,500,0,0,0,1,1
3337,500,0,0,0,1,0
3339,500,0,0,0,1,1
3341,500,0,0,0,0,1
3342,500,0,0,0,1,1
3348,500,0,0,0,1,0
3349,500,0,0,0,1,1
3358,500,0,0,0,1,0
3359,500,0,0,0,1,1
3365,500,0,0,0,0,1
3366,500,0,0,0,1,1
3367,500,0,0,0,1,0
3369,500,0,0,0,1,1
3372,500,0,0,0,0,1
3373,500,0,0,0,1,1
3377,500,0,0,0,1,0
3379,500,0,0,0,1,1
3381,500,0,0,0,0,1
3382,500,0,0,0,1,1
3387,500,0,0,0,1,0
3389,500,0,0,0,0,1
3391,500,0,0,0,1,1
3398,500,0,0,0,1,0
3399,500,0,0,0,1,1
3404,500,0,0,0,0,1
3405,500,0,0,0,1,1
3413,500,0,0,0,0,1
3414,500,0,0,0,1,1
3418,500,0,0,0,1,0
3419,500,0,0,0,1,1
3420,500,0,0,0,0,1
3422,500,0,0,0,1,1
3436,500,0,0,0,0,1
3437,500,0,0,0,1,1
3444,500,0,0,0,0,1
3445,500,0,0,0,1,1
3448,500,0,0,0,1,0
3449,500,0,0,0,1,1
3451,500,0,0,0,0,1
3452,500,0,0,0,1,1
3458,500,0,0,0,1,0
3459,500,0,0,0,1,1
3460,500,0,0,0,0,1
3461,500,0,0,0,1,1
3468,500,0,0,0,1,0
3469,500,0,0,0,1,1
3478,500,0,0,0,1,0
3479,500,0,0,0,1,1
3483,500,0,0,0,0,1
3484,500,0,0,0,1,1
3488,500,0,0,0,1,0
3489,500,0,0,0,1,1
3492,500,0,0,0,0,1
3493,500,0,0,0,1,1
3508,500,0,0,0,1,0
3509,500,0,0,0,1,1
3514,500,0,0,0,0,1
3516,500,0,0,0,1,1
3523,500,0,0,0,0,1
3524,500,0,0,0,1,1
3528,500,0,0,0,1,0
3529,500,0,0,0,1,1
3530,500,0,0,0,0,1
3532,500,0,0,0,1,1
3538,500,0,0,0,1,0
3540,500,0,0,0,1,1
3546,500,0,0,0,0,1
3547,500,0,0,0,1,1
3549,500,0,0,0,1,0
3550,500,0,0,0,1,1
3553,500,0,0,0,0,1
3554,500,0,0,0,1,1
3558,500,0,0,0,1,0
3560,500,0,0,0,1,1
3562,500,0,0,0,0,1
3563,500,0,0,0,1,1
3569,500,0,0,0,1,0
3570,500,0,0,0,1,1
3571,500,0,0,0,0,1
3572,500,0,0,0,1,1
3578,500,0,0,0,1,0
3580,500,0,0,0,1,1
3589,500,0,0,0,1,0
3590,500,0,0,0,1,1
3593,500,0,0,0,0,1
3595,500,0,0,0,1,1
3599,500,0,0,0,1,0
3600,500,0,0,0,1,1
3602,500,0,0,0,0,1
3603,500,0,0,0,1,1
3608,500,0,0,0,1,0
3610,500,0,0,0,1,1
3616,500,0,0,0,0,1
3617,500,0,0,0,1,1
3618,500,0,0,0,1,0
3620,500,0,0,0,1,1
3625,500,0,0,0,0,1
3626,500,0,0,0,1,1
3628,500,0,0,0,1,0
3630,500,0,0,0,1,1
3632,500,0,0,0,0,1
3633,500,0,0,0,1,1
3639,500,0,0,0,1,0
3640,500,0,0,0,1,1
3641,500,0,0,0,0,1
3642,500,0,0,0,1,1
3655,500,0,0,0,0,1
3656,500,0,0,0,1,1
3659,500,0,0,0,1,0
3660,500,0,0,0,1,1
3672,500,0,0,0,0,1
3674,500,0,0,0,1,1
3686,500,0,0,0,0,1
3688,500,0,0,0,1,1
3689,500,0,0,0,1,0
3690,500,0,0,0,1,1
3695,500,0,0,0,0,1
3696,500,0,0,0,1,1
3699,500,0,0,0,1,0
3700,500,0,0,0,1,1
3704,500,0,0,0,0,1
3705,500,0,0,0,1,1
3709,500,0,0,0,1,0
3710,500,0,0,0,1,1
3711,500,0,0,0,0,1
3712,500,0,0,0,1,1
3719,500,0,0,0,1,0
3720,500,0,0,0,1,1
3727,500,0,0,0,0,1
3728,500,0,0,0,1,1
3729,500,0,0,0,1,0
3730,500,0,0,0,1,1
3749,500,0,0,0,1,0
3750,500,0,0,0,1,1
3751,500,0,0,0,0,1
3753,500,0,0,0,1,1
3765,500,0,0,0,0,1
3767,500,0,0,0,1,1
3769,500,0,0,0,1,0
3770,500,0,0,0,1,1
3774,500,0,0,0,0,1
3775,500,0,0,0,1,1
3779,500,0,0,0,1,0
3781,500,0,0,0,1,1
3783,500,0,0,0,0,1
3784,500,0,0,0,1,1
3790,500,0,0,0,1,0
3791,500,0,0,0,1,1
3797,500,0,0,0,0,1
3798,500,0,0,0,1,1
3799,500,0,0,0,1,0
3801,500,0,0,0,1,1
3806,500,0,0,0,0,1
3807,500,0,0,0,1,1
3810,500,0,0,0,1,0
3811,500,0,0,0,1,1
3814,500,0,0,0,0,1
3815,500,0,0,0,1,1
3819,500,0,0,0,1,0
3821,500,0,0,0,0,1
3822,500,0,0,0,1,1
3830,500,0,0,0,1,0
3831,500,0,0,0,1,1
3836,500,0,0,0,0,1
3838,500,0,0,0,1,1
3840,500,0,0,0,1,0
3841,500,0,0,0,1,1
3844,500,0,0,0,0,1
3846,500,0,0,0,1,1
3850,500,0,0,0,1,0
3851,500,0,0,0,1,1
3853,500,0,0,0,0,1
3854,500,0,0,0,1,1
3859,500,0,0,0,1,0
3861,500,0,0,0,1,1
3862,500,0,0,0,0,1
3863,500,0,0,0,1,1
3869,500,0,0,0,1,0
3871,500,0,0,0,1,1
3876,500,0,0,0,0,1
3877,500,0,0,0,1,1
3880,500,0,0,0,1,0
3881,500,0,0,0,1,1
3885,500,0,0,0,0,1
3886,500,0,0,0,1,1
3893,500,0,0,0,0,1
3894,500,0,0,0,1,1
3900,500,0,0,0,1,0
3901,500,0,0,0,1,1
3907,500,0,0,0,0,1
3909,500,0,0,0,1,1
3915,500,0,0,0,0,1
3917,500,0,0,0,1,1
3923,500,0,0,0,0,1
3925,500,0,0,0,1,1
3930,500,0,0,0,1,0
3931,500,0,0,0,1,1
3932,500,0,0,0,0,1
3933,500,0,0,0,1,1
3940,500,0,0,0,1,0
3941,500,0,0,0,1,1
3946,500,0,0,0,0,1
3947,500,0,0,0,1,1
3950,500,0,0,0,1,0
3951,500,0,0,0,1,1
3955,500,0,0,0,0,1
3956,500,0,0,0,1,1
3960,500,0,0,0,1,0
3961,500,0,0,0,1,1
3964,500,0,0,0,0,1
3965,500,0,0,0,1,1
3970,500,0,0,0,1,0
3971,500,0,0,0,1,1
3977,500,0,0,0,0,1
3978,500,0,0,0,1,1
3986,500,0,0,0,0,1
3988,500,0,0,0,1,1
3990,500,0,0,0,1,0
3991,500,0,0,0,1,1
3995,500,0,0,0,0,1
3996,500,0,0,0,1,1
4002,500,0,0,0,0,1
4004,500,0,0,0,1,1
4010,500,0,0,0,1,0
4011,500,0,0,0,1,1
4018,500,0,0,0,0,1
4019,500,0,0,0,1,1
4020,500,0,0,0,1,0
4022,500,0,0,0,1,1
4025,500,0,0,0,0,1
4026,500,0,0,0,1,1
4031,500,0,0,0,1,0
4032,500,0,0,0,1,1
4034,500,0,0,0,0,1
4035,500,0,0,0,1,1
4040,500,0,0,0,1,0
4042,500,0,0,0,1,1
4043,500,0,0,0,0,1
4044,500,0,0,0,1,1
4051,500,0,0,0,1,0
4052,500,0,0,0,1,1
4056,500,0,0,0,0,1
4057,500,0,0,0,1,1
4060,500,0,0,0,1,0
4062,500,0,0,0,1,1
4065,500,0,0,0,0,1
4066,500,0,0,0,1,1
4071,500,0,0,0,1,0
4072,500,0,0,0,1,1
4074,500,0,0,0,0,1
4075,500,0,0,0,1,1
4081,500,0,0,0,1,0
4082,500,0,0,0,1,1
4088,500,0,0,0,0,1
4089,500,0,0,0,1,1
4091,500,0,0,0,1,0
4092,500,0,0,0,1,1
4096,500,0,0,0,1,1
